,model,tp,fp,tn,fn,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,thresh,fold,window_size
87,QUANT,10,2,12344,4,1.4432796281857547,-1.8333333333333333,0.8333333333333334,0.7142857142857143,0.9998380042118905,0.7692307692307693,0.8570618592488024,0.05769175296391381,0.11538350592782762,-0.288458764819569,0.5,3,10
88,Piping,12,5,12341,2,19.254248283424854,-1.9166666666666667,0.7058823529411765,0.8571428571428571,0.9995950105297262,0.7741935483870968,0.9283689338362917,0.1442293824097845,0.05769175296391381,-0.25961288833761215,0.5,3,10
89,Catch22,12,4,12342,2,2.8094950546563506,-0.5833333333333334,0.75,0.8571428571428571,0.999676008423781,0.8,0.928409432783319,0.11538350592782762,0.05769175296391381,-0.23076701185565524,0.5,3,10
90,ExtraTrees,21,1,36658,10,0.039735954753658424,-0.6774193548387096,0.9545454545454546,0.6774193548387096,0.9999727215690554,0.7924528301886793,0.8386960382038825,0.00972964821105553,0.09729648211055529,-0.2043226124321661,0.5,4,10
91,MiniRocket,23,6,36653,8,0.3235110568260427,-1.8364516129032258,0.7931034482758621,0.7419354838709677,0.9998363294143321,0.7666666666666667,0.87088590664265,0.05837788926633317,0.07783718568844424,-0.21405226064322164,0.5,4,10
92,QUANT,25,2,36657,6,0.8143125114158362,-0.9009677419354839,0.9259259259259259,0.8064516129032258,0.9999454431381107,0.8620689655172413,0.9031985280206682,0.01945929642211106,0.05837788926633317,-0.13621507495477742,0.5,4,10
93,Piping,22,7,36652,9,11.828051056996845,-1.4170967741935483,0.7586206896551724,0.7096774193548387,0.9998090509833875,0.7333333333333333,0.8547432351691131,0.06810753747738871,0.08756683389949976,-0.2432412052763882,0.5,4,10
94,Catch22,25,11,36648,6,1.4457652903566303,-0.15903225806451612,0.6944444444444444,0.8064516129032258,0.9996999372596088,0.746268656716418,0.9030757750814173,0.10702613032161082,0.05837788926633317,-0.22378190885427715,0.5,4,10
95,ExtraTrees,31,8,47679,15,0.049582671539776704,-1.9523809523809523,0.7948717948717948,0.6739130434782609,0.9998322393943843,0.7294117647058823,0.8368726414363226,0.05980570621194394,0.1121356991473949,-0.28407710450673374,0.5,5,10
96,MiniRocket,31,12,47675,15,0.47871553830203806,-3.618571428571429,0.7209302325581395,0.6739130434782609,0.9997483590915763,0.6966292134831461,0.8368307012849185,0.08970855931791591,0.1121356991473949,-0.3139799576127057,0.5,5,10
97,QUANT,36,3,47684,10,1.0871452925895329,-1.4045238095238095,0.9230769230769231,0.782608695652174,0.9999370897728941,0.8470588235294118,0.891272892712534,0.022427139829478977,0.07475713276492993,-0.17194140535933883,0.5,5,10
98,Piping,26,8,47679,20,17.96301681501512,-1.8566666666666667,0.7647058823529411,0.5652173913043478,0.9998322393943843,0.65,0.782524815349366,0.05980570621194394,0.14951426552985986,-0.35883423727166364,0.5,5,10
99,Catch22,36,16,47671,10,2.3006808876830016,-1.9521428571428574,0.6923076923076923,0.782608695652174,0.9996644787887684,0.7346938775510204,0.8911365872204712,0.11961141242388788,0.07475713276492993,-0.26912567795374776,0.5,5,10
100,ExtraTrees,11,1,21775,8,0.06427856837109573,-0.5789473684210527,0.9166666666666666,0.5789473684210527,0.9999540778839089,0.7096774193548387,0.7894507231524808,0.01630420752719972,0.13043366021759775,-0.27717152796239525,0.5,1,15
101,MiniRocket,15,4,21772,4,0.6274822083910317,-8.947368421052632,0.7894736842105263,0.7894736842105263,0.9998163115356355,0.7894736842105263,0.8946449978730809,0.06521683010879888,0.06521683010879888,-0.19565049032639664,0.5,1,15
102,QUANT,17,6,21770,2,1.5818056131607454,-1.1578947368421053,0.7391304347826086,0.8947368421052632,0.9997244673034533,0.8095238095238095,0.9472306547043583,0.09782524516319832,0.03260841505439944,-0.1630420752719972,0.5,1,15
103,Piping,17,8,21768,2,15.571364116930043,-1.0526315789473684,0.68,0.8947368421052632,0.9996326230712711,0.7727272727272727,0.9471847325882672,0.13043366021759775,0.03260841505439944,-0.19565049032639664,0.5,1,15
104,Catch22,15,4,21772,4,3.682693542910034,-3.8947368421052633,0.7894736842105263,0.7894736842105263,0.9998163115356355,0.7894736842105263,0.8946449978730809,0.06521683010879888,0.06521683010879888,-0.19565049032639664,0.5,1,15
105,ExtraTrees,20,3,27299,6,0.055076612677664755,-0.82375,0.8695652173913043,0.7692307692307693,0.9998901179400776,0.8163265306122449,0.8845604435854235,0.03900433489844246,0.07800866979688492,-0.1950216744922123,0.5,2,15
106,MiniRocket,20,7,27295,6,0.7238867389761715,-3.113958333333333,0.7407407407407407,0.7692307692307693,0.9997436085268478,0.7547169811320755,0.8844871888788086,0.09101011476303242,0.07800866979688492,-0.24702745435680226,0.5,2,15
107,QUANT,21,4,27298,5,1.5854068094520377,-0.8564583333333333,0.84,0.8076923076923077,0.9998534905867702,0.8235294117647058,0.903772899139539,0.05200577986458995,0.06500722483073744,-0.18202022952606484,0.5,2,15
108,Piping,19,5,27297,7,19.63874984901506,0.11520833333333336,0.7916666666666666,0.7307692307692307,0.9998168632334627,0.76,0.8652930470013467,0.06500722483073744,0.09101011476303242,-0.24702745435680226,0.5,2,15
109,Catch22,20,7,27295,6,3.8414377165707077,0.15687500000000001,0.7407407407407407,0.7692307692307693,0.9997436085268478,0.7547169811320755,0.8844871888788086,0.09101011476303242,0.07800866979688492,-0.24702745435680226,0.5,2,15
110,ExtraTrees,7,2,12284,7,0.077540542661745,-1.1170833333333334,0.7777777777777778,0.5,0.9998372130880677,0.6086956521739131,0.7499186065440339,0.05769175296391381,0.20192113537369832,-0.46153402371131047,0.5,3,15
111,MiniRocket,9,5,12281,5,0.9451989539367519,-2.6666666666666665,0.6428571428571429,0.6428571428571429,0.9995930327201693,0.6428571428571429,0.8212250877886561,0.1442293824097845,0.1442293824097845,-0.43268814722935356,0.5,3,15
112,QUANT,10,2,12284,4,2.286016768873766,-1.75,0.8333333333333334,0.7142857142857143,0.9998372130880677,0.7692307692307693,0.857061463686891,0.05769175296391381,0.11538350592782762,-0.288458764819569,0.5,3,15
113,Piping,10,7,12279,4,23.487156721756307,-1.2162499999999998,0.5882352941176471,0.7142857142857143,0.999430245808237,0.6451612903225806,0.8568579800469757,0.20192113537369832,0.11538350592782762,-0.43268814722935356,0.5,3,15
114,Catch22,7,5,12281,7,5.474650555399681,0.6666666666666666,0.5833333333333334,0.5,0.9995930327201693,0.5384615384615384,0.7497965163600846,0.1442293824097845,0.20192113537369832,-0.5480716531571812,0.5,3,15
115,ExtraTrees,21,1,36503,10,0.047311077048213024,-0.16129032258064516,0.9545454545454546,0.6774193548387096,0.9999726057418366,0.7924528301886793,0.8386959802902731,0.00972964821105553,0.09729648211055529,-0.2043226124321661,0.5,4,15
116,MiniRocket,27,13,36491,4,0.5829390432850765,-0.9977419354838709,0.675,0.8709677419354839,0.9996438746438746,0.7605633802816901,0.9353058082896792,0.12648542674372187,0.03891859284422212,-0.2043226124321661,0.5,4,15
117,QUANT,26,3,36501,5,1.377842068408308,-1.4816129032258065,0.896551724137931,0.8387096774193549,0.9999178172255095,0.8666666666666667,0.9193137473224322,0.029188944633166587,0.048648241055277645,-0.12648542674372187,0.5,4,15
118,Piping,22,5,36499,9,15.660353262670123,-0.6751612903225807,0.8148148148148148,0.7096774193548387,0.9998630287091825,0.7586206896551724,0.8547702240320106,0.048648241055277645,0.08756683389949976,-0.22378190885427715,0.5,4,15
119,Catch22,25,13,36491,6,3.0343563552042587,-1.9009677419354838,0.6578947368421053,0.8064516129032258,0.9996438746438746,0.7246376811594203,0.9030477437735502,0.12648542674372187,0.05837788926633317,-0.2432412052763882,0.5,4,15
120,ExtraTrees,30,6,47471,16,0.059204201538222,-1.2142857142857142,0.8333333333333334,0.6521739130434783,0.9998736230174611,0.7317073170731707,0.8260237680304696,0.044854279658957955,0.11961141242388788,-0.28407710450673374,0.5,5,15
121,MiniRocket,33,25,47452,13,0.8484003627428,-6.821190476190476,0.5689655172413793,0.717391304347826,0.9994734292394212,0.6346153846153846,0.8584323667936236,0.18689283191232484,0.09718427259440891,-0.38126137710114266,0.5,5,15
122,QUANT,36,2,47475,10,1.7671522684543326,-2.1426190476190476,0.9473684210526315,0.782608695652174,0.9999578743391537,0.8571428571428571,0.8912832849956638,0.014951426552985985,0.07475713276492993,-0.16446569208284584,0.5,5,15
123,Piping,25,5,47472,21,22.28108213744899,-2.6135714285714284,0.8333333333333334,0.5434782608695652,0.9998946858478842,0.6578947368421053,0.7716864733587248,0.037378566382464964,0.15698997880635285,-0.35135852399517065,0.5,5,15
124,Catch22,31,12,47465,15,4.56362473071052,-1.8447619047619048,0.7209302325581395,0.6739130434782609,0.9997472460349222,0.6966292134831461,0.8368301447565916,0.08970855931791591,0.1121356991473949,-0.3139799576127057,0.5,5,15
125,ExtraTrees,14,1,21490,5,0.08536847513745788,-0.7368421052631579,0.9333333333333333,0.7368421052631579,0.9999534688939556,0.8235294117647058,0.8683977870785567,0.01630420752719972,0.0815210376359986,-0.17934628279919693,0.5,1,30
126,MiniRocket,16,7,21484,3,1.679649060345237,-6.473684210526316,0.6956521739130435,0.8421052631578947,0.9996742822576893,0.7619047619047619,0.920889772707792,0.11412945269039804,0.04891262258159916,-0.21195469785359636,0.5,1,30
127,QUANT,14,5,21486,5,3.391662338707753,-1.0,0.7368421052631579,0.7368421052631579,0.999767344469778,0.7368421052631579,0.8683047248664679,0.0815210376359986,0.0815210376359986,-0.24456311290799582,0.5,1,30
128,Piping,18,9,21482,1,22.002519552334444,-3.5,0.6666666666666666,0.9473684210526315,0.9995812200456005,0.782608695652174,0.9734748205491159,0.1467378677447975,0.01630420752719972,-0.17934628279919693,0.5,1,30
129,Catch22,13,8,21483,6,11.246045831180307,-2.6578947368421053,0.6190476190476191,0.6842105263157895,0.9996277511516449,0.65,0.8419191387337173,0.13043366021759775,0.09782524516319832,-0.3260841505439944,0.5,1,30
130,ExtraTrees,21,3,26939,5,0.08517872220901963,-1.1154166666666667,0.875,0.8076923076923077,0.9998886496919308,0.84,0.9037904786921193,0.03900433489844246,0.06500722483073744,-0.16901878455991734,0.5,2,30
131,MiniRocket,20,10,26932,6,1.889965240795629,-8.613958333333334,0.6666666666666666,0.7692307692307693,0.9996288323064361,0.7142857142857143,0.8844298007686027,0.13001444966147488,0.07800866979688492,-0.28603178925524475,0.5,2,30
132,QUANT,20,5,26937,6,3.390246760578373,-0.8475,0.8,0.7692307692307693,0.999814416153218,0.7843137254901961,0.8845225926919936,0.06500722483073744,0.07800866979688492,-0.2210245644245073,0.5,2,30
133,Piping,19,6,26936,7,26.974371976166903,1.5466666666666669,0.76,0.7307692307692307,0.9997772993838616,0.7450980392156863,0.8652732650765462,0.07800866979688492,0.09101011476303242,-0.26002889932294976,0.5,2,30
134,Catch22,21,11,26931,5,11.760896790400992,-13.147708333333334,0.65625,0.8076923076923077,0.9995917155370797,0.7241379310344828,0.9036420116146937,0.14301589462762238,0.06500722483073744,-0.2730303442890972,0.5,2,30
135,ExtraTrees,7,2,12104,7,0.11523581114775011,-1.1170833333333334,0.7777777777777778,0.5,0.9998347926647944,0.6086956521739131,0.7499173963323972,0.05769175296391381,0.20192113537369832,-0.46153402371131047,0.5,3,30
136,MiniRocket,11,7,12099,3,2.3673881217304467,-10.522499999999999,0.6111111111111112,0.7857142857142857,0.9994217743267801,0.6875,0.892568030020533,0.20192113537369832,0.0865376294458707,-0.37499639426543974,0.5,3,30
137,QUANT,11,3,12103,3,4.705216131894361,-1.75,0.7857142857142857,0.7857142857142857,0.9997521889971914,0.7857142857142857,0.8927332373557386,0.0865376294458707,0.0865376294458707,-0.25961288833761215,0.5,3,30
138,Piping,9,7,12099,5,32.301279457450526,-0.4166666666666667,0.5625,0.6428571428571429,0.9994217743267801,0.6,0.8211394585919616,0.20192113537369832,0.1442293824097845,-0.4903799001932673,0.5,3,30
139,Catch22,11,5,12101,3,16.044475931941236,2.265833333333333,0.6875,0.7857142857142857,0.9995869816619858,0.7333333333333333,0.8926506336881357,0.1442293824097845,0.0865376294458707,-0.3173046413015259,0.5,3,30
140,ExtraTrees,23,1,36038,8,0.0824219800912623,0.7419354838709677,0.9583333333333334,0.7419354838709677,0.9999722522822497,0.8363636363636363,0.8709538680766087,0.00972964821105553,0.07783718568844424,-0.16540401958794398,0.5,4,30
141,MiniRocket,25,14,36025,6,1.7766204353142336,-6.384838709677419,0.6410256410256411,0.8064516129032258,0.999611531951497,0.7142857142857143,0.9030315724273614,0.13621507495477742,0.05837788926633317,-0.25297085348744375,0.5,4,30
142,QUANT,24,3,36036,7,3.2148522034748526,-0.4170967741935484,0.8888888888888888,0.7741935483870968,0.9999167568467493,0.8275862068965517,0.887055152616923,0.029188944633166587,0.06810753747738871,-0.16540401958794398,0.5,4,30
143,Piping,25,5,36034,6,25.30464937127075,0.09903225806451614,0.8333333333333334,0.8064516129032258,0.9998612614112489,0.819672131147541,0.9031564371572374,0.048648241055277645,0.05837788926633317,-0.16540401958794398,0.5,4,30
144,Catch22,22,8,36031,9,10.924467808792919,-6.933225806451613,0.7333333333333333,0.7096774193548387,0.9997780182579983,0.7213114754098361,0.8547277188064185,0.07783718568844424,0.08756683389949976,-0.25297085348744375,0.5,4,30
145,ExtraTrees,30,7,46840,16,0.09619382624357051,-1.9285714285714286,0.8108108108108109,0.6521739130434783,0.9998505774115738,0.7228915662650602,0.826012245227526,0.05232999293545095,0.11961141242388788,-0.2915528177832267,0.5,5,30
146,MiniRocket,31,39,46808,15,2.2910206674408378,-11.344761904761905,0.44285714285714284,0.6739130434782609,0.9991675027216257,0.5344827586206896,0.8365402730999433,0.2915528177832267,0.1121356991473949,-0.5158242160780165,0.5,5,30
147,QUANT,33,4,46843,13,3.828217244661514,-2.0711904761904765,0.8918918918918919,0.717391304347826,0.9999146156637565,0.7951807228915663,0.8586529600057913,0.02990285310597197,0.09718427259440891,-0.2242713982947898,0.5,5,30
148,Piping,25,8,46839,21,31.494852607770717,-1.8278571428571428,0.7575757575757576,0.5434782608695652,0.999829231327513,0.6329113924050633,0.7716537460985391,0.05980570621194394,0.15698997880635285,-0.37378566382464967,0.5,5,30
149,Catch22,21,17,46830,25,13.718850813388169,-6.494761904761904,0.5526315789473685,0.45652173913043476,0.9996371165709651,0.5,0.7280794278506999,0.1270871257003809,0.18689283191232484,-0.5008727895250306,0.5,5,30
150,ExtraTrees,14,1,20920,5,0.14515015414969237,-0.7368421052631579,0.9333333333333333,0.7368421052631579,0.999952201137613,0.8235294117647058,0.8683971532003854,0.01630420752719972,0.0815210376359986,-0.17934628279919693,0.5,1,60
151,MiniRocket,17,23,20898,2,4.3681940564454695,-4.368421052631579,0.425,0.8947368421052632,0.9989006261650972,0.576271186440678,0.9468187341351801,0.3749967731255936,0.03260841505439944,-0.44021360323439246,0.5,1,60
152,QUANT,15,3,20918,4,6.58807716600079,17.94736842105263,0.8333333333333334,0.7894736842105263,0.9998566034128388,0.8108108108108109,0.8946651438116826,0.04891262258159916,0.06521683010879888,-0.17934628279919693,0.5,1,60
153,Piping,17,6,20915,2,30.39849726592334,21.42105263157895,0.7391304347826086,0.8947368421052632,0.9997132068256775,0.8095238095238095,0.9472250244654703,0.09782524516319832,0.03260841505439944,-0.1630420752719972,0.5,1,60
154,Catch22,14,23,20898,5,33.74369323004097,-15.947368421052632,0.3783783783783784,0.7368421052631579,0.9989006261650972,0.5,0.8678713657141275,0.3749967731255936,0.0815210376359986,-0.5380388483975908,0.5,1,60
155,ExtraTrees,20,3,26219,6,0.16063406441356184,-6.407708333333333,0.8695652173913043,0.7692307692307693,0.9998855922507818,0.8163265306122449,0.8845581807407755,0.03900433489844246,0.07800866979688492,-0.1950216744922123,0.5,2,60
156,MiniRocket,22,45,26177,4,5.159770932383314,-26.094583333333333,0.3283582089552239,0.8461538461538461,0.9982838837617268,0.4731182795698925,0.9222188649577865,0.5850650234766369,0.05200577986458995,-0.6890765832058169,0.5,2,60
157,QUANT,17,1,26221,9,7.0339733177739125,-6.709166666666666,0.9444444444444444,0.6538461538461539,0.9999618640835939,0.7727272727272727,0.8269040089648738,0.013001444966147488,0.11701300469532738,-0.24702745435680226,0.5,2,60
158,Piping,19,6,26216,7,38.14019098796053,1.9236805555555554,0.76,0.7307692307692307,0.9997711845015635,0.7450980392156863,0.8652702076353971,0.07800866979688492,0.09101011476303242,-0.26002889932294976,0.5,2,60
159,Catch22,23,29,26193,3,37.73976639926609,-24.767944444444442,0.4423076923076923,0.8846153846153846,0.998894058424224,0.5897435897435898,0.9417547215198043,0.37704190401827714,0.03900433489844246,-0.45505057381516206,0.5,2,60
160,ExtraTrees,9,2,11744,5,0.20012366534499548,11.416666666666666,0.8181818181818182,0.6428571428571429,0.9998297292695386,0.72,0.8213434360633407,0.05769175296391381,0.1442293824097845,-0.3461505177834828,0.5,3,60
161,MiniRocket,11,19,11727,3,5.941820543429422,-11.25,0.36666666666666664,0.7857142857142857,0.9983824280606164,0.5,0.8920483568874511,0.5480716531571812,0.0865376294458707,-0.7211469120489226,0.5,3,60
162,QUANT,8,3,11743,6,9.192213713689421,9.916666666666666,0.7272727272727273,0.5714285714285714,0.9997445939043078,0.64,0.7855865826664397,0.0865376294458707,0.1730752588917414,-0.43268814722935356,0.5,3,60
163,Piping,13,9,11737,1,44.81230730683834,24.722222222222225,0.5909090909090909,0.9285714285714286,0.9992337817129235,0.7222222222222222,0.9639026051421761,0.25961288833761215,0.028845876481956904,-0.3173046413015259,0.5,3,60
164,Catch22,12,9,11737,2,46.41670817905049,-6.027777777777778,0.5714285714285714,0.8571428571428571,0.9992337817129235,0.6857142857142857,0.9281883194278904,0.25961288833761215,0.05769175296391381,-0.37499639426543974,0.5,3,60
165,ExtraTrees,22,2,35107,9,0.16804826345354973,1.7096774193548387,0.9166666666666666,0.7096774193548387,0.9999430345495457,0.8,0.8548102269521922,0.01945929642211106,0.08756683389949976,-0.19459296422111058,0.5,4,60
166,MiniRocket,26,33,35076,5,5.557309637445543,-4.32032258064516,0.4406779661016949,0.8387096774193549,0.9990600700675041,0.5777777777777777,0.9188848737434294,0.3210783909648324,0.048648241055277645,-0.41837487307538773,0.5,4,60
167,QUANT,25,5,35104,6,7.059210948860716,9.733440860215055,0.8333333333333334,0.8064516129032258,0.9998575863738642,0.819672131147541,0.903154599638545,0.048648241055277645,0.05837788926633317,-0.16540401958794398,0.5,4,60
168,Piping,25,5,35104,6,39.800032846505246,9.518387096774193,0.8333333333333334,0.8064516129032258,0.9998575863738642,0.819672131147541,0.903154599638545,0.048648241055277645,0.05837788926633317,-0.16540401958794398,0.5,4,60
169,Catch22,20,16,35093,11,38.17972219019251,-9.483870967741936,0.5555555555555556,0.6451612903225806,0.9995442763963656,0.5970149253731343,0.822352783359473,0.15567437137688847,0.10702613032161082,-0.3697266320201101,0.5,4,60
170,ExtraTrees,31,3,45584,15,0.17552259980098708,-2.639404761904762,0.9117647058823529,0.6739130434782609,0.9999341917651963,0.775,0.8369236176217285,0.022427139829478977,0.1121356991473949,-0.24669853812426876,0.5,5,60
171,MiniRocket,40,83,45504,6,5.76828674683848,-7.986333333333333,0.3252032520325203,0.8695652173913043,0.998179305503762,0.47337278106508873,0.9338722614475332,0.6204842019489184,0.044854279658957955,-0.7101927612668343,0.5,5,60
172,QUANT,31,7,45580,15,7.77394043919597,2.495428571428571,0.8157894736842105,0.6739130434782609,0.9998464474521245,0.7380952380952381,0.8368797454651926,0.05232999293545095,0.1121356991473949,-0.27660139123024075,0.5,5,60
173,Piping,25,8,45579,21,42.5569252538366,3.7195238095238095,0.7575757575757576,0.5434782608695652,0.9998245113738565,0.6329113924050633,0.7716513861217109,0.05980570621194394,0.15698997880635285,-0.37378566382464967,0.5,5,60
174,Catch22,43,69,45518,3,41.6415947702655,-32.983809523809526,0.38392857142857145,0.9347826086956522,0.998486410599513,0.5443037974683544,0.9666345096475826,0.5158242160780165,0.022427139829478977,-0.5606784957369745,0.5,5,60
